Human Marker Symbol	Human Entrez Gene ID	HomoloGene ID	Mouse Marker Symbol	MGI Marker Accession ID	High-level Mammalian Phenotype ID (space-delimited)
PDE4D	5144	NA	Pde4d	  MGI:99555	  MP:0005385 MP:0005397 MP:0005389 MP:0010768 MP:0005387 MP:0005378 MP:0005376 MP:0005384 MP:0005369
PDE4DIP	9659	66961	Pde4dip	  MGI:1891434	  MP:0005386 MP:0010768 MP:0005385
PDE5A	8654	842	Pde5a	  MGI:2651499	
PDE6A	5145	380	Pde6a	  MGI:97524	  MP:0010771 MP:0003631 MP:0005391 MP:0005385 MP:0005386
PDE6B	5158	237	Pde6b	  MGI:97525	  MP:0003631 MP:0005391 MP:0005385 MP:0005386
PDE6C	5146	4521	Pde6c	  MGI:105956	  MP:0005391 MP:0003631
PDE6D	5147	1954	Pde6d	  MGI:1270843	  MP:0003631 MP:0005391 MP:0005378
PDE6G	5148	1955	Pde6g	  MGI:97526	  MP:0005391 MP:0003631
PDE6H	5149	4522	Pde6h	  MGI:1925850	
PDE7A	5150	1956	Pde7a	  MGI:1202402	  MP:0005387
PDE7B	27115	32194	Pde7b	  MGI:1352752	  MP:0005376
PDE8A	5151	1957	Pde8a	  MGI:1277116	  MP:0005375 MP:0005378 MP:0010771 MP:0005376 MP:0003631 MP:0005386 MP:0005390
PDE8B	8622	2758	Pde8b	  MGI:2443999	  MP:0005376 MP:0005367
PDE9A	5152	113565	Pde9a	  MGI:1277179	  MP:0005376 MP:0005385
PDF	64146	69354	Pdf	  MGI:1915273	
PDGFA	5154	32055	Pdgfa	  MGI:97527	  MP:0005369 MP:0005378 MP:0005388 MP:0005381 MP:0005385 MP:0005389 MP:0010768
PDGFB	5155	74303	Pdgfb	  MGI:97528	  MP:0010771 MP:0005378 MP:0005369 MP:0005376 MP:0005387 MP:0005370 MP:0005388 MP:0005380 MP:0001186 MP:0005389 MP:0010768 MP:0005385 MP:0005397 MP:0005391 MP:0003631 MP:0005367
PDGFC	56034	9423	Pdgfc	  MGI:1859631	  MP:0005390 MP:0005391 MP:0005381 MP:0003631 MP:0001186 MP:0010768 MP:0005388 MP:0005380 MP:0005376 MP:0005382 MP:0005378 MP:0010771
PDGFD	80310	11875	Pdgfd	  MGI:1919035	  MP:0005389 MP:0005385 MP:0005376 MP:0005378
PDGFRA	5156	31361	Pdgfra	  MGI:97530	  MP:0005379 MP:0005378 MP:0010771 MP:0005376 MP:0005384 MP:0005382 MP:0005381 MP:0005369 MP:0003631 MP:0005371 MP:0002006 MP:0005397 MP:0005385 MP:0005389 MP:0010768 MP:0005388 MP:0005386 MP:0005380 MP:0005367 MP:0005390 MP:0005387
PDGFRB	5159	1960	Pdgfrb	  MGI:97531	  MP:0005379 MP:0005375 MP:0010771 MP:0005378 MP:0005384 MP:0005376 MP:0005382 MP:0003631 MP:0005371 MP:0005369 MP:0005389 MP:0010768 MP:0005397 MP:0005385 MP:0005380 MP:0005390 MP:0005367 MP:0005387 MP:0005391
PDGFRL	5157	4524	Pdgfrl	  MGI:1916047	
PDHA1	5160	121491	Pdha1	  MGI:97532	  MP:0005380 MP:0005385 MP:0010768 MP:0005389 MP:0003631 MP:0005384 MP:0005378 MP:0005369 MP:0005376
PDHA2	5161	137212	Pdha2	  MGI:97533	  MP:0005387 MP:0005397
PDHB	5162	712	Pdhb	  MGI:1915513	  MP:0010768
PDHX	8050	55757	Pdhx	  MGI:1351627	  MP:0005385 MP:0010768 MP:0005391
PDIA2	64714	55994	Pdia2	  MGI:1916441	
PDIA3	2923	68454	Pdia3	  MGI:95834	  MP:0005384 MP:0005378 MP:0005380 MP:0005390 MP:0005387 MP:0005397 MP:0010768
PDIA4	9601	21020	Pdia4	  MGI:104864	  MP:0005387 MP:0005397 MP:0005376
PDIA5	10954	4957	Pdia5	  MGI:1919849	
PDIA6	10130	4198	Pdia6	  MGI:1919103	  MP:0005397 MP:0010768 MP:0005387
PDIK1L	149420	36977	Pdik1l	  MGI:2385213	  MP:0005389 MP:0003631 MP:0005387 MP:0005397 MP:0005385
PDILT	204474	18382	Pdilt	  MGI:1919080	  MP:0005389
PDK1	5163	134437	Pdk1	  MGI:1926119	  MP:0005379 MP:0005389
PDK2	5164	68265	Pdk2	  MGI:1343087	  MP:0005369
PDK3	5165	55897	Pdk3	  MGI:2384308	
PDK4	5166	129720	Pdk4	  MGI:1351481	  MP:0005376 MP:0005384 MP:0005390 MP:0005397 MP:0005387
PDLIM1	9124	9643	Pdlim1	  MGI:1860611	  MP:0005376 MP:0005387 MP:0005397
PDLIM2	64236	11006	Pdlim2	  MGI:2384850	  MP:0005387 MP:0005397
PDLIM3	27295	75063	Pdlim3	  MGI:1859274	  MP:0005369 MP:0005376 MP:0005385 MP:0010768
PDLIM4	8572	2735	Pdlim4	  MGI:1353470	
PDLIM5	10611	21289	Pdlim5	  MGI:1927489	  MP:0005386 MP:0005385 MP:0010768 MP:0003631 MP:0005369
PDLIM7	9260	3980	Pdlim7	  MGI:1914649	  MP:0005376 MP:0005378 MP:0005388 MP:0005387 MP:0005385 MP:0005397 MP:0010768
PDP1	54704	31928	Pdp1	  MGI:2685870	  MP:0005389 MP:0005386 MP:0005376
PDP2	57546	36388	Pdp2	  MGI:1918878	
PDPK1	5170	37643	Pdpk1	  MGI:1338068	  MP:0005371 MP:0003631 MP:0005391 MP:0005387 MP:0005367 MP:0005390 MP:0005380 MP:0005386 MP:0005385 MP:0005397 MP:0005389 MP:0010768 MP:0001186 MP:0005379 MP:0005375 MP:0005369 MP:0005382 MP:0005376 MP:0005384 MP:0005378
PDPN	10630	4729	Pdpn	  MGI:103098	  MP:0010771 MP:0005378 MP:0005369 MP:0005376 MP:0005387 MP:0005386 MP:0005388 MP:0010768 MP:0005385 MP:0005381
PDPR	55066	9948	Pdpr	  MGI:2442188	  MP:0005386 MP:0005376
PDRG1	81572	12779	Pdrg1	  MGI:1915809	
PDS5A	23244	22877	Pds5a	  MGI:1918771	  MP:0005375 MP:0010771 MP:0005378 MP:0005384 MP:0005382 MP:0003631 MP:0005381 MP:0010768 MP:0005385 MP:0005388 MP:0005390 MP:0005367
PDS5B	23047	41001	Pds5b	  MGI:2140945	  MP:0005378 MP:0010771 MP:0005375 MP:0005382 MP:0005376 MP:0005384 MP:0005390 MP:0005388 MP:0005385 MP:0005389 MP:0010768 MP:0005381 MP:0003631 MP:0005371
PDSS1	23590	5353	Pdss1	  MGI:1889278	  MP:0010768
PDSS2	57107	56885	Pdss2	  MGI:1918615	  MP:0005384 MP:0005376 MP:0005382 MP:0005369 MP:0005378 MP:0005367 MP:0005390 MP:0005387 MP:0003631 MP:0005381 MP:0010768 MP:0005388 MP:0005386
PDX1	3651	175	Pdx1	  MGI:102851	  MP:0005369 MP:0005384 MP:0005376 MP:0005379 MP:0010768 MP:0010771 MP:0005378 MP:0005381 MP:0005390 MP:0005367 MP:0005387 MP:0005370
PDXDC1	23042	22858	Pdxdc1	  MGI:1920909	
PDXK	8566	2731	Pdxk	  MGI:1351869	  MP:0010768
PDXP	57026	128660	Pdxp	  MGI:1919282	
PDYN	5173	10321	Pdyn	  MGI:97535	  MP:0005375 MP:0010771 MP:0005378 MP:0005376 MP:0005386 MP:0003631 MP:0005381 MP:0005390
PDZD11	51248	9530	Pdzd11	  MGI:1919871	
PDZD2	23037	23393	Pdzd2	  MGI:1922394	
PDZD3	79849	11719	Pdzd3	  MGI:2429554	  MP:0005376
PDZD4	57595	13046	Pdzd4	  MGI:2443483	
PDZD7	79955	129509	Pdzd7	  MGI:3608325	  MP:0005384 MP:0005377 MP:0003631
PDZD8	118987	14879	Pdzd8	  MGI:2677270	  MP:0005387 MP:0005397 MP:0005386 MP:0005376 MP:0010771
PDZD9	255762	27865	Pdzd9	  MGI:1915233	
PDZK1	5174	1964	Pdzk1	  MGI:1928901	  MP:0005370 MP:0005388 MP:0005380 MP:0005385 MP:0010768 MP:0005391 MP:0005371 MP:0003631 MP:0005390 MP:0005376 MP:0005387 MP:0005369
PDZK1IP1	10158	4213	Pdzk1ip1	  MGI:1914432	
PDZPH1P	105379197	130756	Pdzph1	  MGI:1916489	
PDZRN3	23024	10328	Pdzrn3	  MGI:1933157	  MP:0005378 MP:0005380 MP:0010768 MP:0005385 MP:0003631
PDZRN4	29951	85433	Pdzrn4	  MGI:3056996	
PEA15	8682	7884	Pea15a	  MGI:104799	  MP:0005384 MP:0005378 MP:0003631 MP:0005389
PEAK1	79834	18259	Peak1	  MGI:2442366	  MP:0005391 MP:0005390 MP:0002006 MP:0005385 MP:0005378 MP:0005382
PEAR1	375033	12492	Pear1	  MGI:1920432	  MP:0005397 MP:0005376
PEBP1	5037	37637	Pebp1	  MGI:1344408	  MP:0005389 MP:0005394 MP:0010771
PEBP4	157310	51650	Pebp4	  MGI:1920773	
PECAM1	5175	47925	Pecam1	  MGI:97537	  MP:0005369 MP:0005376 MP:0005384 MP:0005387 MP:0005390 MP:0005367 MP:0005370 MP:0005388 MP:0005397 MP:0005385
PECR	55825	69255	Pecr	  MGI:2148199	
PEF1	553115	56569	Pef1	  MGI:1915148	
PEG10	23089	116067	Peg10	  MGI:2157785	  MP:0010768 MP:0005380 MP:0005378 MP:0005384
PEG13	359809	NA	Peg13	  MGI:2663476	
PEG3	5178	31363	Peg3	  MGI:104748	  MP:0005384 MP:0005379 MP:0005378 MP:0005389 MP:0010768 MP:0003631 MP:0005386
PELI1	57162	23243	Peli1	  MGI:1914495	  MP:0005379 MP:0005375 MP:0005378 MP:0005384 MP:0005376 MP:0005387 MP:0005386 MP:0005389 MP:0010768 MP:0005385 MP:0005397 MP:0005381 MP:0005390
PELI2	57161	41431	Peli2	  MGI:1891445	
PELI3	246330	27059	Peli3	  MGI:1924963	  MP:0005387 MP:0005397 MP:0010768 MP:0005389 MP:0005384
PELO	53918	6835	Pelo	  MGI:2145154	  MP:0005378 MP:0005384 MP:0005380 MP:0010768
PELP1	27043	8664	Pelp1	  MGI:1922523	
PEMT	10400	6291	Pemt	  MGI:104535	  MP:0005376 MP:0005370
PENK	5179	4528	Penk	  MGI:104629	  MP:0005376 MP:0005379 MP:0005378 MP:0010771 MP:0010768 MP:0005389 MP:0005386
PEPB	5182	NA	Pepb	  MGI:97540	
PEPD	5184	239	Pepd	  MGI:97542	  MP:0005387 MP:0005390 MP:0005367 MP:0005371 MP:0003631 MP:0005381 MP:0005391 MP:0010768 MP:0005389 MP:0005385 MP:0005397 MP:0001186 MP:0005380 MP:0005386 MP:0005384 MP:0005376 MP:0005369 MP:0010771 MP:0005378 MP:0005379
PER1	5187	1966	Per1	  MGI:1098283	  MP:0005376 MP:0005378 MP:0005386 MP:0005390 MP:0003631 MP:0010768 MP:0005389
PER2	8864	7885	Per2	  MGI:1195265	  MP:0005384 MP:0005376 MP:0005379 MP:0001186 MP:0005389 MP:0010771 MP:0010768 MP:0005385 MP:0005397 MP:0005378 MP:0005391 MP:0003631 MP:0005381 MP:0005367 MP:0005390 MP:0005386 MP:0002006
PER3	8863	7886	Per3	  MGI:1277134	  MP:0003631 MP:0005386
PERCC1	105371045	NA	Gm38655	  MGI:5621540	
PERM1	84808	135954	Perm1	  MGI:1921433	
PERP	64065	11098	Perp	  MGI:1929938	  MP:0005387 MP:0003631 MP:0005397 MP:0010768 MP:0002006 MP:0005384 MP:0010771 MP:0005379
PES1	23481	5984	Pes1	  MGI:1890613	  MP:0005380 MP:0010768 MP:0005376
PET100	100131801	87502	Pet100	  MGI:3615306	
PET117	100303755	130056	Pet117	  MGI:5295678	
PEX1	5189	27006	Pex1	  MGI:1918632	  MP:0005381 MP:0003631 MP:0005391 MP:0010768 MP:0005370 MP:0005376 MP:0005378 MP:0005379
PEX10	5192	5671	Pex10	  MGI:2684988	  MP:0003631 MP:0010768 MP:0005388 MP:0005386 MP:0005376 MP:0005384 MP:0005378
PEX11A	8800	20829	Pex11a	  MGI:1338788	  MP:0005378 MP:0005384 MP:0005376 MP:0005370
PEX11B	8799	2852	Pex11b	  MGI:1338882	  MP:0010768 MP:0005370 MP:0005386 MP:0005390 MP:0003631 MP:0005382 MP:0005378 MP:0005376 MP:0005384
PEX11G	92960	12298	Pex11g	  MGI:1920905	
PEX12	5193	240	Pex12	  MGI:2144177	
PEX13	5194	1967	Pex13	  MGI:1919379	  MP:0005384 MP:0005376 MP:0005369 MP:0005378 MP:0005379 MP:0005386 MP:0005388 MP:0005370 MP:0005390 MP:0005367 MP:0003631 MP:0010768
PEX14	5195	37936	Pex14	  MGI:1927868	  MP:0010768
PEX16	9409	3537	Pex16	  MGI:1338829	
PEX19	5824	134253	Pex19	  MGI:1334458	
PEX2	5828	269	Pex2	  MGI:107486	  MP:0010768 MP:0005380 MP:0005386 MP:0005370 MP:0005390 MP:0005367 MP:0003631 MP:0005382 MP:0005378 MP:0005379 MP:0005376
PEX26	55670	9922	Pex26	  MGI:1921293	  MP:0005376 MP:0005397 MP:0010768 MP:0005387
PEX3	8504	2691	Pex3	  MGI:1929646	  MP:0005375 MP:0005379 MP:0010771 MP:0005378 MP:0005376 MP:0005371 MP:0005389 MP:0005397 MP:0005390 MP:0005391
PEX5	5830	270	Pex5	  MGI:1098808	  MP:0005378 MP:0005379 MP:0005369 MP:0005384 MP:0005387 MP:0005376 MP:0005390 MP:0005367 MP:0005380 MP:0005386 MP:0005388 MP:0005370 MP:0010768 MP:0005389 MP:0005397 MP:0002006 MP:0003631 MP:0005381
PEX5L	51555	9562	Pex5l	  MGI:1916672	  MP:0003631 MP:0005386
PEX6	5190	47914	Pex6	  MGI:2385054	
PEX7	5191	242	Pex7	  MGI:1321392	  MP:0003631 MP:0005391 MP:0005387 MP:0005390 MP:0005370 MP:0005386 MP:0005389 MP:0010768 MP:0005385 MP:0005397 MP:0005378 MP:0005379 MP:0005369 MP:0005384 MP:0005376
PF4	5196	87791	Pf4	  MGI:1888711	  MP:0005397 MP:0005376
PF4V1	5197	87791	Pf4	  MGI:1888711	  MP:0005397 MP:0005376
PFAS	5198	5970	Pfas	  MGI:2684864	  MP:0005397 MP:0010768 MP:0001186 MP:0005387 MP:0005390 MP:0005371 MP:0005382 MP:0005391 MP:0005378 MP:0010771 MP:0005375
PFDN1	5201	37644	Pfdn1	  MGI:1914449	  MP:0005379 MP:0010768 MP:0005378 MP:0005397 MP:0003631 MP:0005387 MP:0005386 MP:0005388
PFDN2	5202	7887	Pfdn2	  MGI:1276111	  MP:0010768
PFDN4	5203	37645	Pfdn4	  MGI:1923512	
PFDN5	5204	1972	Pfdn5	  MGI:1928753	  MP:0003631 MP:0005371 MP:0005391 MP:0005380 MP:0005386 MP:0005389 MP:0010768 MP:0010771 MP:0005379 MP:0005382 MP:0005376 MP:0005384 MP:0005378
PFDN6	10471	40720	Pfdn6	  MGI:95908	  MP:0010768 MP:0005386
PFKFB1	5207	105654	Pfkfb1	  MGI:107816	
PFKFB2	5208	88554	Pfkfb2	  MGI:107815	  MP:0005387 MP:0005397 MP:0005385
PFKFB3	5209	88708	Pfkfb3	  MGI:2181202	  MP:0010768 MP:0005385 MP:0005390 MP:0005369 MP:0005384 MP:0005376
PFKFB4	5210	48288	Pfkfb4	  MGI:2687284	  MP:0005386 MP:0005389
PFKL	5211	55668	Pfkl	  MGI:97547	  MP:0010771 MP:0005376 MP:0010768
PFKM	5213	20101	Pfkm	  MGI:97548	  MP:0005386 MP:0010768 MP:0005397 MP:0005385 MP:0005384 MP:0005387 MP:0005376 MP:0005379 MP:0005369
PFKP	5214	20579	Pfkp	  MGI:1891833	
PFN1	5216	3684	Pfn1	  MGI:97549	  MP:0005371 MP:0005391 MP:0005390 MP:0005386 MP:0010768 MP:0005385 MP:0005378 MP:0005375 MP:0005384 MP:0005376
PFN2	5217	1974	Pfn2	  MGI:97550	  MP:0005386 MP:0003631 MP:0005384
PFN3	345456	12603	Pfn3	  MGI:2178800	
PFN4	375189	20046	Pfn4	  MGI:1920121	
PFN5P	112422909	NA	Pfn5	  MGI:5804915	
PGA3	643834	105932	Pga5	  MGI:1915935	
PGA4	643847	105932	Pga5	  MGI:1915935	
PGA5	5222	105932	Pga5	  MGI:1915935	
PGAM1	5223	37647	Pgam1	  MGI:97552	
PGAM2	5224	56228	Pgam2	  MGI:1933118	
PGAM5	192111	14597	Pgam5	  MGI:1919792	  MP:0005384 MP:0005376 MP:0005397 MP:0005378 MP:0005371 MP:0003631 MP:0005391 MP:0005387 MP:0005390 MP:0005386 MP:0010768
PGAP1	80055	41605	Pgap1	  MGI:2443342	  MP:0005379 MP:0005378 MP:0005382 MP:0005384 MP:0005388 MP:0005386 MP:0005380 MP:0005389 MP:0010768 MP:0005391 MP:0005377 MP:0003631 MP:0005381 MP:0005390
PGAP2	27315	137653	Pgap2	  MGI:2385286	  MP:0005391 MP:0005381 MP:0003631 MP:0005385 MP:0010768 MP:0005380 MP:0005376 MP:0005382 MP:0005369 MP:0005378
PGAP3	93210	5484	Pgap3	  MGI:2444461	  MP:0005371 MP:0005387 MP:0005367 MP:0005386 MP:0005397 MP:0010768 MP:0005384 MP:0005378
PGAP4	84302	12080	Tmem246	  MGI:1914313	
PGAP6	58986	10944	Tmem8	  MGI:1926283	  MP:0010768 MP:0005380
PGBD1	84547	130030	Pgbd1	  MGI:2441675	  MP:0005375 MP:0005391
PGBD5	79605	11583	Pgbd5	  MGI:2429955	  MP:0005376 MP:0005379 MP:0005378 MP:0005391 MP:0005381 MP:0005390 MP:0005367 MP:0005386
PGC	5225	55669	Pgc	  MGI:98909	
PGD	5226	68268	Pgd	  MGI:97553	  MP:0005390
PGF	5228	1978	Pgf	  MGI:105095	  MP:0005376 MP:0005378 MP:0010771 MP:0005375 MP:0002006 MP:0005391 MP:0005387 MP:0005380 MP:0005385
PGGHG	80162	16023	Pgghg	  MGI:2444047	
PGGT1B	5229	3685	Pggt1b	  MGI:1917514	  MP:0010771 MP:0005384 MP:0010768
PGK1	5230	21542	Pgk1	  MGI:97555	
PGK2	5232	57138	Pgk2	  MGI:97563	  MP:0005384 MP:0005389
PGLS	25796	6037	Pgls	  MGI:1913421	
PGLYRP1	8993	74539	Pglyrp1	  MGI:1345092	  MP:0005379 MP:0005378 MP:0005376 MP:0005381 MP:0010768 MP:0005397 MP:0005385 MP:0005390 MP:0005387
PGLYRP2	114770	49671	Pglyrp2	  MGI:1928099	  MP:0005376 MP:0005378 MP:0010768 MP:0005379 MP:0005381 MP:0005387 MP:0005390 MP:0005397 MP:0005385
PGLYRP3	114771	71559	Pglyrp3	  MGI:2685266	  MP:0005385 MP:0010768 MP:0005381 MP:0005387 MP:0005378 MP:0005379 MP:0005376
PGLYRP4	57115	130057	Pglyrp4	  MGI:2686324	  MP:0005378 MP:0005379 MP:0005376 MP:0005385 MP:0010768 MP:0005381 MP:0005387
PGM1	5236	1979	Pgm1	  MGI:97565	
PGM2	55276	6693	Pgm2	  MGI:97564	
PGM2L1	283209	12374	Pgm2l1	  MGI:1918224	
PGM3	5238	9205	Pgm3	  MGI:97566	  MP:0005397 MP:0010768 MP:0005389 MP:0005387 MP:0005367 MP:0005381 MP:0005379
PGM5	5239	74881	Pgm5	  MGI:1925668	
PGP	283871	5513	Pgp	  MGI:1914328	  MP:0005380 MP:0010768 MP:0005378 MP:0005385 MP:0005384
PGPEP1	54858	9793	Pgpep1	  MGI:1913772	
PGPEP1L	145814	25138	Pgpep1l	  MGI:1925694	
PGR	5241	713	Pgr	  MGI:97567	  MP:0005384 MP:0005376 MP:0005369 MP:0010771 MP:0005379 MP:0005380 MP:0005386 MP:0005387 MP:0005390 MP:0005371 MP:0005389 MP:0005397 MP:0005385 MP:0002006
PGRMC1	10857	48457	Pgrmc1	  MGI:1858305	  MP:0005376 MP:0005375 MP:0005387 MP:0005370 MP:0005386
PGRMC2	10424	38169	Pgrmc2	  MGI:1918054	  MP:0005379 MP:0005376 MP:0010768 MP:0005389 MP:0005397 MP:0005380 MP:0005387
PGS1	9489	5467	Pgs1	  MGI:1921701	  MP:0005391 MP:0010768 MP:0005376
PHACTR1	221692	33597	Phactr1	  MGI:2659021	  MP:0005376 MP:0005390
PHACTR2	9749	8816	Phactr2	  MGI:2446138	
PHACTR3	116154	14482	Phactr3	  MGI:1921439	
PHACTR4	65979	41537	Phactr4	  MGI:2140327	  MP:0005384 MP:0005391 MP:0010768 MP:0001186 MP:0005380 MP:0003631
PHAX	51808	10558	Phax	  MGI:1891839	
PHB	5245	1980	Phb	  MGI:97572	  MP:0010771 MP:0005378 MP:0005379 MP:0010768 MP:0005389
PHB2	11331	5263	Phb2	  MGI:102520	  MP:0005379 MP:0010771 MP:0005378 MP:0005384 MP:0005389 MP:0010768 MP:0005386
PHC1	1911	107079	Phc1	  MGI:103248	  MP:0005379 MP:0005378 MP:0005384 MP:0005376 MP:0005382 MP:0005381 MP:0005369 MP:0010768 MP:0005385 MP:0005397 MP:0005388 MP:0005390 MP:0005387 MP:0005391
PHC2	1912	75090	Phc2	  MGI:1860454	  MP:0005384 MP:0005390
PHC3	80012	69390	Phc3	  MGI:2181434	  MP:0005385
PHETA1	144717	16966	Pheta1	  MGI:2442708	
PHETA2	150368	18578	Pheta2	  MGI:2443609	
PHEX	5251	37310	Phex	  MGI:107489	  MP:0005386 MP:0005397 MP:0005385 MP:0005377 MP:0003631 MP:0005371 MP:0005381 MP:0005387 MP:0005376 MP:0005390 MP:0005367 MP:0005378 MP:0005379 MP:0005375 MP:0005382 MP:0005384
PHF1	5252	7567	Phf1	  MGI:98647	
PHF10	55274	10112	Phf10	  MGI:1919307	
PHF11	51131	87807	Phf11a	  MGI:1918441	
PHF11	51131	87807	Phf11b	  MGI:3645789	
PHF11	51131	87807	Phf11c	  MGI:3648476	
PHF11	51131	87807	Phf11d	  MGI:1277133	  MP:0005387
PHF12	57649	10841	Phf12	  MGI:1924057	
PHF13	148479	17822	Phf13	  MGI:2446217	  MP:0010768 MP:0005389 MP:0005379 MP:0005384
PHF14	9678	8775	Phf14	  MGI:1923539	  MP:0010768 MP:0005388 MP:0005390 MP:0005376 MP:0005384
PHF19	26147	12524	Phf19	  MGI:1921266	  MP:0005390 MP:0005385 MP:0005389 MP:0005376
PHF2	5253	3934	Phf2	  MGI:1338034	  MP:0003631 MP:0010768 MP:0010771 MP:0005375 MP:0005378
PHF20	51230	9507	Phf20	  MGI:2444148	  MP:0005390 MP:0005387 MP:0010768 MP:0005397 MP:0005378 MP:0005379 MP:0005375
PHF20L1	51105	9341	Phf20l1	  MGI:2444412	
PHF21A	51317	9597	Phf21a	  MGI:2384756	  MP:0010768 MP:0005386
PHF21B	112885	78154	Phf21b	  MGI:2443812	
PHF23	79142	12691	Phf23	  MGI:1925496	
PHF24	23349	18208	Phf24	  MGI:2140712	
PHF3	23469	9040	Phf3	  MGI:2446126	
PHF5A	84844	7151	Phf5a	  MGI:2156864	  MP:0010768
PHF6	84295	12375	Phf6	  MGI:1918248	  MP:0005386 MP:0010768 MP:0005377 MP:0003631 MP:0005378
PHF7	51533	69217	Phf7	  MGI:1919088	  MP:0005389
PHF8	23133	49405	Phf8	  MGI:2444341	  MP:0005397 MP:0005387
PHGDH	26227	39318	Phgdh	  MGI:1355330	  MP:0003631 MP:0005371 MP:0005386 MP:0005380 MP:0010768 MP:0005378 MP:0005384 MP:0005376
PHGR1	644844	NA	Phgr1	  MGI:1858382	
PHIP	55023	41209	Phip	  MGI:1932404	  MP:0005378 MP:0005375 MP:0005369 MP:0005384 MP:0005376 MP:0005370 MP:0005388 MP:0010768 MP:0005385
PHKA1	5255	1981	Phka1	  MGI:97576	  MP:0005376 MP:0005369
PHKA2	5256	246	Phka2	  MGI:97577	
PHKB	5257	247	Phkb	  MGI:97578	  MP:0010768
PHKG1	5260	68508	Phkg1	  MGI:97579	
PHKG2	5261	47915	Phkg2	  MGI:1916211	  MP:0005397 MP:0010768
PHLDA1	22822	7203	Phlda1	  MGI:1096880	
PHLDA2	7262	2482	Phlda2	  MGI:1202307	  MP:0005380 MP:0005384 MP:0005378
PHLDA3	23612	8233	Phlda3	  MGI:1351485	
PHLDB1	23187	15903	Phldb1	  MGI:2143230	  MP:0005386
PHLDB2	90102	17100	Phldb2	  MGI:2444981	
PHLDB3	653583	109375	Phldb3	  MGI:3642959	
PHLPP1	23239	11015	Phlpp1	  MGI:2138327	  MP:0005386
PHLPP2	23035	71015	Phlpp2	  MGI:2444928	
PHOSPHO1	162466	13330	Phospho1	  MGI:2447348	  MP:0005378 MP:0005376 MP:0005371 MP:0005386 MP:0005390
PHOSPHO2	493911	41756	Phospho2	  MGI:1920623	
PHOX2A	401	31296	Phox2a	  MGI:106633	  MP:0005378 MP:0005384 MP:0005376 MP:0003631 MP:0010768 MP:0005388 MP:0005386
PHOX2B	8929	68371	Phox2b	  MGI:1100882	  MP:0005391 MP:0003631 MP:0010768 MP:0005385 MP:0005386 MP:0005388 MP:0005380 MP:0005384 MP:0005376 MP:0005378
PHPT1	29085	8573	Phpt1	  MGI:1922704	  MP:0005390 MP:0005386
PHRF1	57661	16377	Phrf1	  MGI:2141847	
PHTF1	10745	4817	Phtf1	  MGI:1332671	  MP:0005379 MP:0010771 MP:0003631 MP:0005389 MP:0005385
PHTF2	57157	10713	Phtf2	  MGI:1916020	  MP:0005376 MP:0005397
PHYH	5264	4530	Phyh	  MGI:891978	  MP:0005387 MP:0003631 MP:0005389 MP:0005370 MP:0005386 MP:0005384 MP:0005376 MP:0005378 MP:0005375
PHYHD1	254295	14939	Phyhd1	  MGI:3612860	
PHYHIP	9796	8847	Phyhip	  MGI:1860417	
PHYHIPL	84457	13028	Phyhipl	  MGI:1918161	
PHYKPL	85007	75268	Phykpl	  MGI:1920197	  MP:0005391 MP:0005376
PI15	51050	22935	Pi15	  MGI:1934659	
PI16	221476	134317	Pi16	  MGI:1921366	  MP:0005376 MP:0005390 MP:0005387 MP:0005397
PI4K2A	55361	101681	Pi4k2a	  MGI:1934031	  MP:0005378 MP:0005376 MP:0010768 MP:0005389 MP:0005386 MP:0005367 MP:0003631
PI4K2B	55300	32405	Pi4k2b	  MGI:1914323	
PI4KA	5297	11171	Pi4ka	  MGI:2448506	  MP:0005381 MP:0005387 MP:0005386 MP:0010768 MP:0010771 MP:0005378 MP:0005397 MP:0005384 MP:0005379
PI4KB	5298	6741	Pi4kb	  MGI:1334433	
PIANP	196500	17799	Pianp	  MGI:2441908	
PIAS1	8554	22953	Pias1	  MGI:1913125	  MP:0005378 MP:0005387 MP:0010768
PIAS2	9063	20979	Pias2	  MGI:1096566	  MP:0005390 MP:0005371 MP:0005389 MP:0005384 MP:0005378 MP:0005379
PIAS3	10401	4447	Pias3	  MGI:1913126	
PIAS4	51588	104136	Pias4	  MGI:2136940	  MP:0005387 MP:0005397 MP:0010768
PIBF1	10464	4628	Pibf1	  MGI:1261910	  MP:0003631 MP:0005386 MP:0005380 MP:0010768 MP:0005378 MP:0005385
PICALM	8301	111783	Picalm	  MGI:2385902	  MP:0005387 MP:0001186 MP:0010768 MP:0005397 MP:0005370 MP:0005380 MP:0005384 MP:0005376 MP:0010771 MP:0005378
PICK1	9463	7470	Pick1	  MGI:894645	  MP:0005379 MP:0005384 MP:0003631 MP:0005389
PID1	55022	9924	Pid1	  MGI:2138391	
PIDD1	55367	11220	Pidd1	  MGI:1889507	
PIEZO1	9780	124356	Piezo1	  MGI:3603204	  MP:0005376 MP:0010771 MP:0005378 MP:0005380 MP:0005367 MP:0005387 MP:0005391 MP:0005371 MP:0010768 MP:0005397 MP:0005385
PIEZO2	63895	49695	Piezo2	  MGI:1918781	
PIF1	80119	99775	Pif1	  MGI:2143057	  MP:0005384
PIFO	128344	18759	Pifo	  MGI:1923670	  MP:0005389 MP:0010768 MP:0005385 MP:0005380 MP:0005384
